GENES,Patient 2177,Patient 2280,Patient 2556,Patient 2766,Patient 3196,Patient 3477
ENSG00000047936,None,None,None,None,None,None
ENSG00000048028,None,Present,None,None,None,None
ENSG00000048052,None,Present,None,Present,None,None
ENSG00000048140,Present,Present,None,Present,Present,Present
ENSG00000048162,Present,Present,Present,Present,Present,None
ENSG00000048342,None,None,None,None,None,None
ENSG00000048392,Present,Present,Present,Present,Present,Present
ENSG00000048405,Present,Present,Present,Present,Present,Present
ENSG00000048462,Present,Present,Present,Present,Present,Present
ENSG00000048471,Present,Present,None,None,None,None
ENSG00000048544,Present,Present,Present,Present,Present,Present
ENSG00000048545,None,None,None,None,None,None
ENSG00000048649,Present,Present,None,None,None,None
ENSG00000048707,None,None,None,None,None,None
ENSG00000048740,None,None,None,None,None,None
ENSG00000048828,Present,Present,Present,Present,Present,Present
ENSG00000048991,None,Present,None,Present,Present,Present
ENSG00000049130,None,None,None,None,None,None
ENSG00000049167,None,Present,None,Present,None,None
ENSG00000049192,None,Present,None,None,None,None
ENSG00000049239,Present,Present,Present,Present,Present,Present
ENSG00000049246,Present,Present,Present,Present,Present,Present
ENSG00000049247,Present,Present,Present,Present,Present,Present
ENSG00000049249,None,None,None,None,None,None
ENSG00000049323,None,None,None,Present,None,None
ENSG00000049449,None,None,None,Present,Present,None
ENSG00000049540,None,None,None,None,None,None
ENSG00000049541,None,Present,None,None,None,None
ENSG00000049618,None,None,None,None,None,None
ENSG00000049656,Present,Present,None,None,Present,Present
ENSG00000049759,None,Present,None,None,Present,None
ENSG00000049768,Present,Present,Present,None,None,None
ENSG00000049769,Present,Present,Present,Present,Present,Present
ENSG00000049883,Present,Present,Present,Present,Present,Present
ENSG00000050030,Present,Present,Present,Present,Present,Present
ENSG00000050130,Present,Present,None,None,Present,Present
ENSG00000050165,Present,Present,Present,Present,Present,Present
ENSG00000050327,Present,Present,Present,Present,Present,Present
ENSG00000050344,None,None,None,None,None,None
ENSG00000050393,None,None,Present,Present,None,None
ENSG00000050405,Present,Present,None,Present,Present,None
ENSG00000050438,Present,Present,Present,Present,Present,Present
ENSG00000050628,None,None,None,Present,Present,None
ENSG00000050730,None,None,None,None,None,None
ENSG00000050748,Present,Present,Present,Present,Present,Present
ENSG00000050820,Present,Present,Present,None,Present,None
ENSG00000051108,Present,Present,Present,Present,Present,Present
ENSG00000051128,None,None,None,None,None,None
ENSG00000051180,Present,Present,Present,Present,Present,Present
ENSG00000051341,Present,Present,Present,Present,Present,Present
ENSG00000051382,Present,Present,Present,Present,Present,Present
ENSG00000051523,None,None,None,Present,Present,Present
ENSG00000051596,Present,Present,None,Present,Present,Present
ENSG00000051620,Present,Present,Present,Present,Present,Present
ENSG00000051825,None,Present,None,Present,None,None
ENSG00000052126,Present,Present,Present,Present,Present,Present
ENSG00000052344,None,None,None,Present,None,None
ENSG00000052723,Present,Present,Present,Present,Present,Present
ENSG00000052795,Present,Present,Present,Present,Present,Present
ENSG00000052841,Present,Present,Present,None,None,Present
ENSG00000053108,Present,Present,Present,Present,Present,Present
ENSG00000053328,Present,Present,Present,Present,Present,Present
ENSG00000053371,Present,Present,Present,Present,Present,Present
ENSG00000053372,None,None,None,None,None,None
ENSG00000053501,Present,Present,None,None,Present,None
ENSG00000053524,Present,Present,Present,Present,Present,Present
ENSG00000053702,None,None,None,None,None,None
ENSG00000053747,Present,Present,None,None,None,None
ENSG00000053900,Present,Present,Present,Present,Present,Present
ENSG00000053918,None,None,None,None,Present,Present
ENSG00000054116,None,Present,Present,None,None,None
ENSG00000054118,Present,Present,Present,Present,Present,Present
ENSG00000054148,Present,Present,Present,Present,Present,None
ENSG00000054179,Present,Present,None,Present,Present,Present
ENSG00000054219,None,None,None,None,None,None
ENSG00000054267,None,None,None,None,None,None
ENSG00000054277,Present,Present,Present,Present,Present,Present
ENSG00000054282,None,None,None,Present,None,None
ENSG00000054356,None,None,None,None,None,None
ENSG00000054392,Present,Present,Present,Present,Present,Present
ENSG00000054523,Present,Present,None,Present,None,None
ENSG00000054598,None,None,None,None,None,None
ENSG00000054611,None,None,None,None,None,None
ENSG00000054654,None,None,None,None,None,None
ENSG00000054690,Present,None,None,None,None,None
ENSG00000054793,None,None,None,None,None,None
ENSG00000054938,Present,Present,Present,Present,Present,Present
ENSG00000054965,Present,Present,None,Present,Present,None
ENSG00000054983,Present,None,None,None,None,None
ENSG00000055044,None,Present,Present,Present,None,Present
ENSG00000055070,Present,Present,None,Present,Present,Present
ENSG00000055118,Present,Present,Present,Present,Present,Present
ENSG00000055130,None,None,None,None,None,None
ENSG00000055147,Present,Present,Present,Present,Present,Present
ENSG00000055163,Present,Present,Present,Present,Present,Present
ENSG00000055211,None,Present,None,None,Present,None
ENSG00000055332,None,None,None,None,None,None
ENSG00000055483,None,None,Present,Present,None,None
ENSG00000055732,Present,Present,None,Present,None,Present
ENSG00000055813,Present,Present,Present,Present,Present,Present
ENSG00000055917,Present,Present,None,Present,Present,Present
ENSG00000055955,Present,Present,None,Present,Present,Present
ENSG00000055957,Present,Present,Present,Present,Present,Present
ENSG00000056050,None,Present,Present,Present,Present,None
ENSG00000056097,Present,Present,Present,Present,Present,Present
ENSG00000056277,None,None,None,None,None,None
ENSG00000056291,None,Present,Present,Present,None,Present
ENSG00000056487,None,None,None,None,None,Present
ENSG00000056558,None,None,None,Present,Present,Present
ENSG00000056586,Present,Present,Present,Present,Present,None
ENSG00000056661,Present,Present,Present,Present,Present,Present
ENSG00000056736,Present,Present,Present,Present,Present,Present
ENSG00000056972,Present,Present,Present,Present,Present,Present
ENSG00000056998,Present,Present,Present,Present,Present,Present
ENSG00000057019,Present,Present,Present,Present,Present,Present
ENSG00000057149,None,None,None,Present,None,None
ENSG00000057252,Present,Present,Present,Present,Present,None
ENSG00000057294,None,None,None,None,None,None
ENSG00000057468,None,None,Present,Present,None,None
ENSG00000057593,Present,Present,Present,Present,Present,Present
ENSG00000057608,Present,Present,Present,Present,Present,Present
ENSG00000057657,Present,Present,Present,Present,Present,Present
ENSG00000057663,Present,None,Present,Present,Present,Present
ENSG00000057704,Present,Present,None,Present,Present,Present
ENSG00000057757,None,Present,Present,Present,None,Present
ENSG00000057935,Present,None,None,Present,None,None
ENSG00000058056,None,None,None,None,None,None
ENSG00000058063,None,Present,Present,None,None,None
ENSG00000058085,None,None,None,None,None,None
ENSG00000058091,Present,Present,None,Present,None,Present
ENSG00000058262,Present,Present,Present,Present,Present,Present
ENSG00000058272,None,None,Present,Present,None,None
ENSG00000058335,Present,Present,Present,Present,Present,Present
ENSG00000058404,Present,Present,Present,Present,None,None
ENSG00000058453,None,None,None,Present,None,None
ENSG00000058600,Present,Present,Present,Present,Present,None
ENSG00000058668,Present,Present,Present,Present,Present,Present
ENSG00000058673,Present,Present,Present,Present,Present,Present
ENSG00000058729,None,Present,None,None,None,None
ENSG00000058799,Present,Present,Present,Present,Present,Present
ENSG00000058866,None,None,None,None,None,None
ENSG00000059122,Present,Present,Present,Present,Present,Present
ENSG00000059377,None,None,None,None,None,None
ENSG00000059378,Present,Present,Present,Present,Present,Present
ENSG00000059573,None,None,None,None,Present,None
ENSG00000059588,Present,Present,None,Present,None,None
ENSG00000059691,Present,Present,None,Present,Present,Present
ENSG00000059728,Present,Present,Present,Present,Present,Present
ENSG00000059758,None,Present,Present,Present,Present,Present
ENSG00000059769,Present,Present,Present,Present,Present,Present
ENSG00000059804,None,Present,None,None,None,None
ENSG00000060069,Present,Present,Present,Present,Present,Present
ENSG00000060138,None,None,None,None,None,None
ENSG00000060140,None,None,None,None,None,None
ENSG00000060339,Present,Present,Present,Present,Present,Present
ENSG00000060491,Present,Present,None,Present,Present,Present
ENSG00000060558,None,None,None,Present,None,Present
ENSG00000060566,Present,Present,Present,None,Present,Present
ENSG00000060656,Present,Present,Present,Present,Present,Present
ENSG00000060688,Present,Present,None,Present,Present,None
ENSG00000060709,Present,Present,Present,Present,Present,Present
ENSG00000060718,Present,Present,Present,Present,Present,Present
ENSG00000060749,None,None,None,Present,None,None
ENSG00000060762,Present,Present,Present,Present,Present,Present
ENSG00000060971,Present,Present,Present,Present,Present,Present
ENSG00000060982,None,None,None,None,None,None
ENSG00000061273,None,None,None,None,None,None
ENSG00000061337,Present,Present,Present,Present,None,None
ENSG00000061455,None,Present,Present,None,Present,Present
ENSG00000061492,Present,None,Present,Present,None,Present
ENSG00000061656,None,None,None,None,None,None
ENSG00000061676,None,Present,None,None,None,None
ENSG00000061794,Present,Present,Present,Present,Present,Present
ENSG00000061918,Present,Present,Present,Present,Present,Present
ENSG00000061936,Present,Present,Present,Present,Present,Present
ENSG00000061938,Present,Present,Present,Present,Present,Present
ENSG00000061987,Present,None,None,None,None,None
ENSG00000062038,Present,Present,None,Present,Present,Present
ENSG00000062096,Present,Present,Present,Present,Present,Present
ENSG00000062194,Present,Present,None,None,Present,Present
ENSG00000062282,None,Present,None,Present,None,None
ENSG00000062370,None,Present,None,None,None,Present
ENSG00000062485,Present,Present,Present,Present,Present,Present
ENSG00000062582,Present,None,None,None,None,None
ENSG00000062598,None,None,None,None,None,None
ENSG00000062650,Present,Present,Present,Present,Present,Present
ENSG00000062716,Present,Present,Present,None,Present,None
ENSG00000062822,Present,Present,Present,Present,Present,Present
ENSG00000063015,Present,Present,None,None,None,None
ENSG00000063046,Present,Present,None,None,None,None
ENSG00000063127,None,None,None,None,None,None
ENSG00000063177,None,None,None,Present,None,None
ENSG00000063180,None,None,None,None,None,None
ENSG00000063241,Present,Present,Present,Present,Present,Present
ENSG00000063244,Present,Present,Present,Present,Present,Present
ENSG00000063245,Present,Present,None,Present,Present,Present
ENSG00000063438,Present,Present,Present,Present,Present,None
ENSG00000063515,Present,Present,Present,Present,Present,Present
ENSG00000063587,None,None,None,None,None,None
ENSG00000063601,None,None,None,None,None,None
ENSG00000063660,None,None,None,None,None,None
ENSG00000063761,Present,Present,Present,Present,Present,Present
ENSG00000063854,Present,Present,Present,Present,Present,Present
ENSG00000063978,None,None,None,None,None,None
ENSG00000064012,Present,Present,Present,Present,Present,Present
ENSG00000064042,None,Present,None,None,None,None
ENSG00000064102,None,None,None,None,None,None
ENSG00000064115,None,Present,None,None,Present,None
ENSG00000064195,None,Present,Present,Present,Present,Present
ENSG00000064199,None,None,None,None,None,None
ENSG00000064201,Present,Present,Present,Present,Present,Present
ENSG00000064205,None,Present,None,Present,Present,None
ENSG00000064218,None,None,None,Present,None,None
