"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"1208619","ENSG00000204954","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1208700","ENSG00000204956","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1208782","ENSG00000204957","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"1208864","ENSG00000204960","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"1208943","ENSG00000204962","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"1209021","ENSG00000204965","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"1209099","ENSG00000204967","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1209178","ENSG00000204969","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"1209256","ENSG00000204970","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected","Not detected",NA
"1209335","ENSG00000204977","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1209414","ENSG00000204978","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"1209495","ENSG00000204979","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"1209577","ENSG00000204983","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"1209658","ENSG00000204991","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"1209737","ENSG00000205002","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"1209813","ENSG00000205022","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1209892","ENSG00000205029","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1209972","ENSG00000205030","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1210051","ENSG00000205038","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"1210130","ENSG00000205045","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1210209","ENSG00000205060","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1210292","ENSG00000205076","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"1210373","ENSG00000205078","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1210453","ENSG00000205081","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"1210532","ENSG00000205084","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1210610","ENSG00000205085","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"1210693","ENSG00000205086","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"1210775","ENSG00000205089","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"1210854","ENSG00000205097","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1210935","ENSG00000205106","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1211017","ENSG00000205108","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"1211098","ENSG00000205111","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"1211177","ENSG00000205116","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"1211257","ENSG00000205126","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"1211334","ENSG00000205129","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"1211415","ENSG00000205147","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1211495","ENSG00000205148","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"1211576","ENSG00000205155","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1211658","ENSG00000205174","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1211739","ENSG00000205176","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"1211818","ENSG00000205177","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1211898","ENSG00000205189","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"1211977","ENSG00000205208","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"1212056","ENSG00000205209","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1212135","ENSG00000205212","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"1212216","ENSG00000205213","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1212297","ENSG00000205220","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"1212377","ENSG00000205221","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1212459","ENSG00000205236","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1212538","ENSG00000205238","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1212617","ENSG00000205250","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"1212697","ENSG00000205268","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"1212779","ENSG00000205269","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"1212860","ENSG00000205277","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"1212940","ENSG00000205300","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1213020","ENSG00000205301","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"1213101","ENSG00000205302","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"1213179","ENSG00000205307","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1213259","ENSG00000205309","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"1213337","ENSG00000205323","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"1213417","ENSG00000205336","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"1213493","ENSG00000205339","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1213571","ENSG00000205352","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"1213648","ENSG00000205356","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"1213727","ENSG00000205358","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1213810","ENSG00000205359","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"1213890","ENSG00000205362","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"1213972","ENSG00000205363","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"1214053","ENSG00000205403","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1214135","ENSG00000205413","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"1214215","ENSG00000205420","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1214294","ENSG00000205423","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"1214372","ENSG00000205436","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"1214453","ENSG00000205442","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"1214533","ENSG00000205456","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"1214613","ENSG00000205457","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"1214692","ENSG00000205464","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1214769","ENSG00000205476","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1214848","ENSG00000205502","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1214927","ENSG00000205517","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1215007","ENSG00000205531","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"1215086","ENSG00000205542","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"1215164","ENSG00000205560","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"1215246","ENSG00000205571","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"1215325","ENSG00000205581","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"1215406","ENSG00000205592","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"1215484","ENSG00000205593","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"1215563","ENSG00000205595","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"1215642","ENSG00000205609","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"1215721","ENSG00000205629","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"1215802","ENSG00000205639","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"1215881","ENSG00000205642","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
